Freq.	2/V(o5)	2/V(o9)	2/V(o10)	2/V(o12)	2/V(o15)	2/V(o20)
3.91741877107771e+000	(6.63346172839320e+001dB,-1.79999432553953e+002°)	(6.55825093131989e+001dB,-1.79999567473823e+002°)	(6.52167692778550e+001dB,-1.79999654769183e+002°)	(6.56169517805056e+001dB,-1.79999639888179e+002°)	(6.57312995908752e+001dB,-1.79999710586415e+002°)	(6.59295843499693e+001dB,-1.79999828984616e+002°)
3.92644935399588e+000	(6.63346172818824e+001dB,-1.79999431245854e+002°)	(6.55825093169541e+001dB,-1.79999566476747e+002°)	(6.52167692832558e+001dB,-1.79999653973344e+002°)	(6.56169517786199e+001dB,-1.79999639058035e+002°)	(6.57312995908749e+001dB,-1.79999709919247e+002°)	(6.59295843558334e+001dB,-1.79999828590385e+002°)
3.93550075455765e+000	(6.63346172859757e+001dB,-1.79999429934741e+002°)	(6.55825093150748e+001dB,-1.79999565477373e+002°)	(6.52167692832555e+001dB,-1.79999653175670e+002°)	(6.56169517805047e+001dB,-1.79999638225978e+002°)	(6.57312995889643e+001dB,-1.79999709250542e+002°)	(6.59295843519241e+001dB,-1.79999828195245e+002°)
3.94457302075266e+000	(6.63346172839261e+001dB,-1.79999428620605e+002°)	(6.55825093131958e+001dB,-1.79999564475695e+002°)	(6.52167692814546e+001dB,-1.79999652376158e+002°)	(6.56169517805043e+001dB,-1.79999637392003e+002°)	(6.57312995927846e+001dB,-1.79999708580296e+002°)	(6.59295843499698e+001dB,-1.79999827799194e+002°)
3.95366620068116e+000	(6.63346172777811e+001dB,-1.79999427303439e+002°)	(6.55825093150725e+001dB,-1.79999563471708e+002°)	(6.52167692814540e+001dB,-1.79999651574802e+002°)	(6.56169517805039e+001dB,-1.79999636556105e+002°)	(6.57312995927840e+001dB,-1.79999707908503e+002°)	(6.59295843519246e+001dB,-1.79999827402230e+002°)
3.96278034255427e+000	(6.63346172839220e+001dB,-1.79999425983237e+002°)	(6.55825093131936e+001dB,-1.79999562465406e+002°)	(6.52167692832541e+001dB,-1.79999650771599e+002°)	(6.56169517805034e+001dB,-1.79999635718280e+002°)	(6.57312995889634e+001dB,-1.79999707235163e+002°)	(6.59295843519232e+001dB,-1.79999827004351e+002°)
3.97191549469428e+000	(6.63346172777771e+001dB,-1.79999424659992e+002°)	(6.55825093113146e+001dB,-1.79999561456785e+002°)	(6.52167692814526e+001dB,-1.79999649966544e+002°)	(6.56169517805018e+001dB,-1.79999634878524e+002°)	(6.57312995889631e+001dB,-1.79999706560271e+002°)	(6.59295843519238e+001dB,-1.79999826605555e+002°)
3.98107170553485e+000	(6.63346172880133e+001dB,-1.79999423333696e+002°)	(6.55825093113136e+001dB,-1.79999560445838e+002°)	(6.52167692832525e+001dB,-1.79999649159634e+002°)	(6.56169517786160e+001dB,-1.79999634036832e+002°)	(6.57312995946935e+001dB,-1.79999705883822e+002°)	(6.59295843538782e+001dB,-1.79999826205840e+002°)
3.99024902362130e+000	(6.63346172880113e+001dB,-1.79999422004343e+002°)	(6.55825093150688e+001dB,-1.79999559432561e+002°)	(6.52167692832519e+001dB,-1.79999648350863e+002°)	(6.56169517805009e+001dB,-1.79999633193200e+002°)	(6.57312995908727e+001dB,-1.79999705205814e+002°)	(6.59295843499694e+001dB,-1.79999825805203e+002°)
3.99944749761085e+000	(6.63346172839139e+001dB,-1.79999420671926e+002°)	(6.55825093150681e+001dB,-1.79999558416948e+002°)	(6.52167692814510e+001dB,-1.79999647540228e+002°)	(6.56169517786147e+001dB,-1.79999632347623e+002°)	(6.57312995927821e+001dB,-1.79999704526243e+002°)	(6.59295843558328e+001dB,-1.79999825403642e+002°)
4.00866717627290e+000	(6.63346172798166e+001dB,-1.79999419336437e+002°)	(6.55825093131889e+001dB,-1.79999557398994e+002°)	(6.52167692832512e+001dB,-1.79999646727724e+002°)	(6.56169517842706e+001dB,-1.79999631500097e+002°)	(6.57312995870501e+001dB,-1.79999703845106e+002°)	(6.59295843519242e+001dB,-1.79999825001156e+002°)
4.01790810848927e+000	(6.63346172859575e+001dB,-1.79999417997868e+002°)	(6.55825093131883e+001dB,-1.79999556378694e+002°)	(6.52167692814500e+001dB,-1.79999645913348e+002°)	(6.56169517804997e+001dB,-1.79999630650617e+002°)	(6.57312995908717e+001dB,-1.79999703162399e+002°)	(6.59295843519243e+001dB,-1.79999824597742e+002°)
4.02717034325446e+000	(6.63346172880031e+001dB,-1.79999416656214e+002°)	(6.55825093131872e+001dB,-1.79999555356041e+002°)	(6.52167692796486e+001dB,-1.79999645097094e+002°)	(6.56169517804984e+001dB,-1.79999629799178e+002°)	(6.57312995908707e+001dB,-1.79999702478117e+002°)	(6.59295843499685e+001dB,-1.79999824193398e+002°)
4.03645392967592e+000	(6.63346172818580e+001dB,-1.79999415311469e+002°)	(6.55825093131865e+001dB,-1.79999554331031e+002°)	(6.52167692796477e+001dB,-1.79999644278958e+002°)	(6.56169517804977e+001dB,-1.79999628945777e+002°)	(6.57312995908709e+001dB,-1.79999701792259e+002°)	(6.59295843519228e+001dB,-1.79999823788122e+002°)
4.04575891697430e+000	(6.63346172879989e+001dB,-1.79999413963622e+002°)	(6.55825093150625e+001dB,-1.79999553303658e+002°)	(6.52167692796479e+001dB,-1.79999643458936e+002°)	(6.56169517804973e+001dB,-1.79999628090409e+002°)	(6.57312995908696e+001dB,-1.79999701104819e+002°)	(6.59295843538776e+001dB,-1.79999823381912e+002°)
4.05508535448371e+000	(6.63346172859492e+001dB,-1.79999412612669e+002°)	(6.55825093150620e+001dB,-1.79999552273916e+002°)	(6.52167692814475e+001dB,-1.79999642637024e+002°)	(6.56169517823822e+001dB,-1.79999627233069e+002°)	(6.57312995889590e+001dB,-1.79999700415794e+002°)	(6.59295843538783e+001dB,-1.79999822974765e+002°)
4.06443329165200e+000	(6.63346172838994e+001dB,-1.79999411258602e+002°)	(6.55825093131830e+001dB,-1.79999551241801e+002°)	(6.52167692832476e+001dB,-1.79999641813217e+002°)	(6.56169517804953e+001dB,-1.79999626373753e+002°)	(6.57312995927803e+001dB,-1.79999699725181e+002°)	(6.59295843519230e+001dB,-1.79999822566679e+002°)
4.07380277804100e+000	(6.63346172818496e+001dB,-1.79999409901412e+002°)	(6.55825093131818e+001dB,-1.79999550207307e+002°)	(6.52167692832462e+001dB,-1.79999640987512e+002°)	(6.56169517804946e+001dB,-1.79999625512455e+002°)	(6.57312995908685e+001dB,-1.79999699032976e+002°)	(6.59295843558320e+001dB,-1.79999822157653e+002°)
4.08319386332679e+000	(6.63346172859428e+001dB,-1.79999408541094e+002°)	(6.55825093113034e+001dB,-1.79999549170427e+002°)	(6.52167692814452e+001dB,-1.79999640159903e+002°)	(6.56169517804937e+001dB,-1.79999624649172e+002°)	(6.57312995908687e+001dB,-1.79999698339176e+002°)	(6.59295843519243e+001dB,-1.79999821747684e+002°)
4.09260659729998e+000	(6.63346172859407e+001dB,-1.79999407177641e+002°)	(6.55825093131803e+001dB,-1.79999548131158e+002°)	(6.52167692814443e+001dB,-1.79999639330385e+002°)	(6.56169517767221e+001dB,-1.79999623783899e+002°)	(6.57312995927784e+001dB,-1.79999697643776e+002°)	(6.59295843519236e+001dB,-1.79999821336770e+002°)
4.10204102986594e+000	(6.63346172818432e+001dB,-1.79999405811045e+002°)	(6.55825093131785e+001dB,-1.79999547089493e+002°)	(6.52167692814440e+001dB,-1.79999638498956e+002°)	(6.56169517804927e+001dB,-1.79999622916631e+002°)	(6.57312995889577e+001dB,-1.79999696946773e+002°)	(6.59295843538788e+001dB,-1.79999820924909e+002°)
4.11149721104509e+000	(6.63346172838887e+001dB,-1.79999404441298e+002°)	(6.55825093131783e+001dB,-1.79999546045426e+002°)	(6.52167692832429e+001dB,-1.79999637665610e+002°)	(6.56169517842630e+001dB,-1.79999622047364e+002°)	(6.57312995889563e+001dB,-1.79999696248163e+002°)	(6.59295843519226e+001dB,-1.79999820512098e+002°)
4.12097519097317e+000	(6.63346172797913e+001dB,-1.79999403068393e+002°)	(6.55825093150542e+001dB,-1.79999544998953e+002°)	(6.52167692796417e+001dB,-1.79999636830343e+002°)	(6.56169517823768e+001dB,-1.79999621176093e+002°)	(6.57312995927769e+001dB,-1.79999695547942e+002°)	(6.59295843519232e+001dB,-1.79999820098336e+002°)
4.13047501990148e+000	(6.63346172859320e+001dB,-1.79999401692323e+002°)	(6.55825093094199e+001dB,-1.79999543950067e+002°)	(6.52167692796411e+001dB,-1.79999635993151e+002°)	(6.56169517842619e+001dB,-1.79999620302814e+002°)	(6.57312995889565e+001dB,-1.79999694846108e+002°)	(6.59295843519232e+001dB,-1.79999819683620e+002°)
4.13999674819717e+000	(6.63346172859298e+001dB,-1.79999400313082e+002°)	(6.55825093150525e+001dB,-1.79999542898763e+002°)	(6.52167692814409e+001dB,-1.79999635154028e+002°)	(6.56169517823760e+001dB,-1.79999619427521e+002°)	(6.57312995908664e+001dB,-1.79999694142656e+002°)	(6.59295843538779e+001dB,-1.79999819267948e+002°)
4.14954042634349e+000	(6.63346172859276e+001dB,-1.79999398930660e+002°)	(6.55825093150504e+001dB,-1.79999541845036e+002°)	(6.52167692814407e+001dB,-1.79999634312971e+002°)	(6.56169517842599e+001dB,-1.79999618550211e+002°)	(6.57312995908654e+001dB,-1.79999693437582e+002°)	(6.59295843519231e+001dB,-1.79999818851317e+002°)
4.15910610494008e+000	(6.63346172818301e+001dB,-1.79999397545052e+002°)	(6.55825093131714e+001dB,-1.79999540788880e+002°)	(6.52167692814397e+001dB,-1.79999633469976e+002°)	(6.56169517823734e+001dB,-1.79999617670879e+002°)	(6.57312995908656e+001dB,-1.79999692730882e+002°)	(6.59295843519229e+001dB,-1.79999818433726e+002°)
4.16869383470322e+000	(6.63346172838756e+001dB,-1.79999396156250e+002°)	(6.55825093112924e+001dB,-1.79999539730289e+002°)	(6.52167692814398e+001dB,-1.79999632625037e+002°)	(6.56169517804871e+001dB,-1.79999616789520e+002°)	(6.57312995927750e+001dB,-1.79999692022553e+002°)	(6.59295843499683e+001dB,-1.79999818015173e+002°)
4.17830366646608e+000	(6.63346172818257e+001dB,-1.79999394764247e+002°)	(6.55825093169254e+001dB,-1.79999538669257e+002°)	(6.52167692832394e+001dB,-1.79999631778150e+002°)	(6.56169517823724e+001dB,-1.79999615906128e+002°)	(6.57312995889546e+001dB,-1.79999691312592e+002°)	(6.59295843519232e+001dB,-1.79999817595654e+002°)
4.18793565117905e+000	(6.63346172879664e+001dB,-1.79999393369034e+002°)	(6.55825093131681e+001dB,-1.79999537605780e+002°)	(6.52167692814387e+001dB,-1.79999630929311e+002°)	(6.56169517823718e+001dB,-1.79999615020700e+002°)	(6.57312995889544e+001dB,-1.79999690600994e+002°)	(6.59295843538781e+001dB,-1.79999817175169e+002°)
4.19758983990994e+000	(6.63346172777259e+001dB,-1.79999391970606e+002°)	(6.55825093094114e+001dB,-1.79999536539852e+002°)	(6.52167692832382e+001dB,-1.79999630078515e+002°)	(6.56169517823714e+001dB,-1.79999614133231e+002°)	(6.57312995908635e+001dB,-1.79999689887756e+002°)	(6.59295843499683e+001dB,-1.79999816753714e+002°)
4.20726628384430e+000	(6.63346172859142e+001dB,-1.79999390568953e+002°)	(6.55825093112881e+001dB,-1.79999535471466e+002°)	(6.52167692832376e+001dB,-1.79999629225758e+002°)	(6.56169517804847e+001dB,-1.79999613243717e+002°)	(6.57312995908630e+001dB,-1.79999689172873e+002°)	(6.59295843499679e+001dB,-1.79999816331288e+002°)
4.21696503428568e+000	(6.63346172838643e+001dB,-1.79999389164069e+002°)	(6.55825093131649e+001dB,-1.79999534400617e+002°)	(6.52167692814361e+001dB,-1.79999628371035e+002°)	(6.56169517785981e+001dB,-1.79999612352151e+002°)	(6.57312995889521e+001dB,-1.79999688456343e+002°)	(6.59295843499692e+001dB,-1.79999815907888e+002°)
4.22668614265589e+000	(6.63346172797668e+001dB,-1.79999387755947e+002°)	(6.55825093150416e+001dB,-1.79999533327299e+002°)	(6.52167692850367e+001dB,-1.79999627514341e+002°)	(6.56169517804834e+001dB,-1.79999611458531e+002°)	(6.57312995927737e+001dB,-1.79999687738161e+002°)	(6.59295843538779e+001dB,-1.79999815483512e+002°)
4.23642966049527e+000	(6.63346172818121e+001dB,-1.79999386344579e+002°)	(6.55825093169186e+001dB,-1.79999532251507e+002°)	(6.52167692832355e+001dB,-1.79999626655674e+002°)	(6.56169517842541e+001dB,-1.79999610562850e+002°)	(6.57312995927728e+001dB,-1.79999687018323e+002°)	(6.59295843499691e+001dB,-1.79999815058157e+002°)
4.24619563946299e+000	(6.63346172859051e+001dB,-1.79999384929957e+002°)	(6.55825093112834e+001dB,-1.79999531173236e+002°)	(6.52167692814346e+001dB,-1.79999625795026e+002°)	(6.56169517804824e+001dB,-1.79999609665105e+002°)	(6.57312995908617e+001dB,-1.79999686296825e+002°)	(6.59295843519230e+001dB,-1.79999814631822e+002°)
4.25598413133729e+000	(6.63346172838552e+001dB,-1.79999383512074e+002°)	(6.55825093131607e+001dB,-1.79999530092479e+002°)	(6.52167692814328e+001dB,-1.79999624932394e+002°)	(6.56169517804808e+001dB,-1.79999608765290e+002°)	(6.57312995889515e+001dB,-1.79999685573665e+002°)	(6.59295843538779e+001dB,-1.79999814204505e+002°)
4.26579518801579e+000	(6.63346172859005e+001dB,-1.79999382090923e+002°)	(6.55825093131595e+001dB,-1.79999529009230e+002°)	(6.52167692814324e+001dB,-1.79999624067775e+002°)	(6.56169517823659e+001dB,-1.79999607863401e+002°)	(6.57312995927721e+001dB,-1.79999684848837e+002°)	(6.59295843519233e+001dB,-1.79999813776202e+002°)
4.27562886151572e+000	(6.63346172838505e+001dB,-1.79999380666495e+002°)	(6.55825093131582e+001dB,-1.79999527923484e+002°)	(6.52167692832321e+001dB,-1.79999623201161e+002°)	(6.56169517823655e+001dB,-1.79999606959433e+002°)	(6.57312995927707e+001dB,-1.79999684122339e+002°)	(6.59295843499683e+001dB,-1.79999813346912e+002°)
4.28548520397425e+000	(6.63346172838482e+001dB,-1.79999379238784e+002°)	(6.55825093131578e+001dB,-1.79999526835235e+002°)	(6.52167692796309e+001dB,-1.79999622332550e+002°)	(6.56169517823643e+001dB,-1.79999606053380e+002°)	(6.57312995889502e+001dB,-1.79999683394166e+002°)	(6.59295843538768e+001dB,-1.79999812916632e+002°)
4.29536426764873e+000	(6.63346172838458e+001dB,-1.79999377807782e+002°)	(6.55825093131562e+001dB,-1.79999525744478e+002°)	(6.52167692832309e+001dB,-1.79999621461937e+002°)	(6.56169517861348e+001dB,-1.79999605145239e+002°)	(6.57312995927703e+001dB,-1.79999682664314e+002°)	(6.59295843538769e+001dB,-1.79999812485360e+002°)
4.30526610491696e+000	(6.63346172858911e+001dB,-1.79999376373480e+002°)	(6.55825093150331e+001dB,-1.79999524651206e+002°)	(6.52167692814296e+001dB,-1.79999620589316e+002°)	(6.56169517804778e+001dB,-1.79999604235005e+002°)	(6.57312995946806e+001dB,-1.79999681932780e+002°)	(6.59295843519229e+001dB,-1.79999812053094e+002°)
4.31519076827751e+000	(6.63346172879364e+001dB,-1.79999374935872e+002°)	(6.55825093150321e+001dB,-1.79999523555414e+002°)	(6.52167692796283e+001dB,-1.79999619714684e+002°)	(6.56169517804770e+001dB,-1.79999603322673e+002°)	(6.57312995908602e+001dB,-1.79999681199559e+002°)	(6.59295843499690e+001dB,-1.79999811619832e+002°)
4.32513831034994e+000	(6.63346172879340e+001dB,-1.79999373494951e+002°)	(6.55825093150310e+001dB,-1.79999522457095e+002°)	(6.52167692832291e+001dB,-1.79999618838036e+002°)	(6.56169517804765e+001dB,-1.79999602408237e+002°)	(6.57312995908597e+001dB,-1.79999680464648e+002°)	(6.59295843499687e+001dB,-1.79999811185571e+002°)
4.33510878387515e+000	(6.63346172838363e+001dB,-1.79999372050708e+002°)	(6.55825093131509e+001dB,-1.79999521356246e+002°)	(6.52167692796272e+001dB,-1.79999617959367e+002°)	(6.56169517842462e+001dB,-1.79999601491693e+002°)	(6.57312995889481e+001dB,-1.79999679728043e+002°)	(6.59295843519240e+001dB,-1.79999810750308e+002°)
4.34510224171557e+000	(6.63346172838339e+001dB,-1.79999370603135e+002°)	(6.55825093112723e+001dB,-1.79999520252858e+002°)	(6.52167692814268e+001dB,-1.79999617078673e+002°)	(6.56169517823596e+001dB,-1.79999600573037e+002°)	(6.57312995889471e+001dB,-1.79999678989740e+002°)	(6.59295843519232e+001dB,-1.79999810314043e+002°)
4.35511873685554e+000	(6.63346172817838e+001dB,-1.79999369152226e+002°)	(6.55825093131491e+001dB,-1.79999519146926e+002°)	(6.52167692850272e+001dB,-1.79999616195948e+002°)	(6.56169517823589e+001dB,-1.79999599652262e+002°)	(6.57312995889478e+001dB,-1.79999678249735e+002°)	(6.59295843538773e+001dB,-1.79999809876772e+002°)
4.36515832240151e+000	(6.63346172838290e+001dB,-1.79999367697971e+002°)	(6.55825093150261e+001dB,-1.79999518038445e+002°)	(6.52167692814253e+001dB,-1.79999615311188e+002°)	(6.56169517785871e+001dB,-1.79999598729366e+002°)	(6.57312995908581e+001dB,-1.79999677508024e+002°)	(6.59295843499677e+001dB,-1.79999809438492e+002°)
4.37522105158237e+000	(6.63346172838266e+001dB,-1.79999366240365e+002°)	(6.55825093150247e+001dB,-1.79999516927409e+002°)	(6.52167692814251e+001dB,-1.79999614424389e+002°)	(6.56169517804715e+001dB,-1.79999597804342e+002°)	(6.57312995908564e+001dB,-1.79999676764603e+002°)	(6.59295843538784e+001dB,-1.79999808999203e+002°)
4.38530697774971e+000	(6.63346172858718e+001dB,-1.79999364779398e+002°)	(6.55825093150235e+001dB,-1.79999515813812e+002°)	(6.52167692832254e+001dB,-1.79999613535545e+002°)	(6.56169517804714e+001dB,-1.79999596877185e+002°)	(6.57312995908559e+001dB,-1.79999676019469e+002°)	(6.59295843519227e+001dB,-1.79999808558900e+002°)
4.39541615437810e+000	(6.63346172838217e+001dB,-1.79999363315063e+002°)	(6.55825093131442e+001dB,-1.79999514697648e+002°)	(6.52167692832242e+001dB,-1.79999612644653e+002°)	(6.56169517785849e+001dB,-1.79999595947891e+002°)	(6.57312995889458e+001dB,-1.79999675272616e+002°)	(6.59295843499684e+001dB,-1.79999808117583e+002°)
4.40554863506539e+000	(6.63346172879145e+001dB,-1.79999361847353e+002°)	(6.55825093168991e+001dB,-1.79999513578910e+002°)	(6.52167692832236e+001dB,-1.79999611751706e+002°)	(6.56169517823551e+001dB,-1.79999595016455e+002°)	(6.57312995908556e+001dB,-1.79999674524042e+002°)	(6.59295843499683e+001dB,-1.79999807675249e+002°)
4.41570447353298e+000	(6.63346172858644e+001dB,-1.79999360376259e+002°)	(6.55825093150194e+001dB,-1.79999512457594e+002°)	(6.52167692868240e+001dB,-1.79999610856701e+002°)	(6.56169517804691e+001dB,-1.79999594082871e+002°)	(6.57312995889440e+001dB,-1.79999673773743e+002°)	(6.59295843519227e+001dB,-1.79999807231894e+002°)
4.42588372362612e+000	(6.63346172838142e+001dB,-1.79999358901774e+002°)	(6.55825093131404e+001dB,-1.79999511333693e+002°)	(6.52167692832221e+001dB,-1.79999609959634e+002°)	(6.56169517804686e+001dB,-1.79999593147135e+002°)	(6.57312995908545e+001dB,-1.79999673021713e+002°)	(6.59295843519232e+001dB,-1.79999806787518e+002°)
4.43608643931418e+000	(6.63346172879070e+001dB,-1.79999357423889e+002°)	(6.55825093150174e+001dB,-1.79999510207200e+002°)	(6.52167692832212e+001dB,-1.79999609060498e+002°)	(6.56169517785814e+001dB,-1.79999592209243e+002°)	(6.57312995870324e+001dB,-1.79999672267951e+002°)	(6.59295843519224e+001dB,-1.79999806342117e+002°)
4.44631267469094e+000	(6.63346172817615e+001dB,-1.79999355942599e+002°)	(6.55825093168940e+001dB,-1.79999509078111e+002°)	(6.52167692850211e+001dB,-1.79999608159289e+002°)	(6.56169517804663e+001dB,-1.79999591269188e+002°)	(6.57312995889433e+001dB,-1.79999671512450e+002°)	(6.59295843558306e+001dB,-1.79999805895689e+002°)
4.45656248397488e+000	(6.63346172797114e+001dB,-1.79999354457894e+002°)	(6.55825093168926e+001dB,-1.79999507946419e+002°)	(6.52167692814197e+001dB,-1.79999607256003e+002°)	(6.56169517861218e+001dB,-1.79999590326966e+002°)	(6.57312995908528e+001dB,-1.79999670755208e+002°)	(6.59295843499670e+001dB,-1.79999805448233e+002°)
4.46683592150948e+000	(6.63346172817565e+001dB,-1.79999352969765e+002°)	(6.55825093168913e+001dB,-1.79999506812119e+002°)	(6.52167692814182e+001dB,-1.79999606350634e+002°)	(6.56169517804645e+001dB,-1.79999589382572e+002°)	(6.57312995927632e+001dB,-1.79999669996221e+002°)	(6.59295843519219e+001dB,-1.79999804999745e+002°)
4.47713304176347e+000	(6.63346172858492e+001dB,-1.79999351478206e+002°)	(6.55825093150128e+001dB,-1.79999505675203e+002°)	(6.52167692832187e+001dB,-1.79999605443179e+002°)	(6.56169517823499e+001dB,-1.79999588436001e+002°)	(6.57312995889418e+001dB,-1.79999669235483e+002°)	(6.59295843558315e+001dB,-1.79999804550222e+002°)
4.48745389933117e+000	(6.63346172878943e+001dB,-1.79999349983209e+002°)	(6.55825093131333e+001dB,-1.79999504535667e+002°)	(6.52167692814171e+001dB,-1.79999604533631e+002°)	(6.56169517823493e+001dB,-1.79999587487248e+002°)	(6.57312995870312e+001dB,-1.79999668472993e+002°)	(6.59295843558314e+001dB,-1.79999804099664e+002°)
4.49779854893273e+000	(6.63346172878917e+001dB,-1.79999348484766e+002°)	(6.55825093150100e+001dB,-1.79999503393503e+002°)	(6.52167692832178e+001dB,-1.79999603621987e+002°)	(6.56169517804630e+001dB,-1.79999586536308e+002°)	(6.57312995908511e+001dB,-1.79999667708744e+002°)	(6.59295843519223e+001dB,-1.79999803648067e+002°)
4.50816704541445e+000	(6.63346172817461e+001dB,-1.79999346982868e+002°)	(6.55825093131303e+001dB,-1.79999502248708e+002°)	(6.52167692814159e+001dB,-1.79999602708242e+002°)	(6.56169517785763e+001dB,-1.79999585583176e+002°)	(6.57312995889400e+001dB,-1.79999666942733e+002°)	(6.59295843519220e+001dB,-1.79999803195429e+002°)
4.51855944374907e+000	(6.63346172858388e+001dB,-1.79999345477508e+002°)	(6.55825093150062e+001dB,-1.79999501101272e+002°)	(6.52167692850153e+001dB,-1.79999601792390e+002°)	(6.56169517823455e+001dB,-1.79999584627847e+002°)	(6.57312995889400e+001dB,-1.79999666174957e+002°)	(6.59295843519218e+001dB,-1.79999802741748e+002°)
4.52897579903605e+000	(6.63346172837886e+001dB,-1.79999343968678e+002°)	(6.55825093131279e+001dB,-1.79999499951192e+002°)	(6.52167692814132e+001dB,-1.79999600874426e+002°)	(6.56169517804598e+001dB,-1.79999583670315e+002°)	(6.57312995908498e+001dB,-1.79999665405411e+002°)	(6.59295843538761e+001dB,-1.79999802287021e+002°)
4.53941616650188e+000	(6.63346172878813e+001dB,-1.79999342456370e+002°)	(6.55825093112483e+001dB,-1.79999498798460e+002°)	(6.52167692868148e+001dB,-1.79999599954347e+002°)	(6.56169517804590e+001dB,-1.79999582710576e+002°)	(6.57312995908500e+001dB,-1.79999664634090e+002°)	(6.59295843558307e+001dB,-1.79999801831245e+002°)
4.54988060150033e+000	(6.63346172837833e+001dB,-1.79999340940575e+002°)	(6.55825093131249e+001dB,-1.79999497643072e+002°)	(6.52167692814120e+001dB,-1.79999599032146e+002°)	(6.56169517842292e+001dB,-1.79999581748624e+002°)	(6.57312995908489e+001dB,-1.79999663860993e+002°)	(6.59295843519221e+001dB,-1.79999801374419e+002°)
4.56036915951281e+000	(6.63346172837807e+001dB,-1.79999339421286e+002°)	(6.55825093168804e+001dB,-1.79999496485019e+002°)	(6.52167692796104e+001dB,-1.79999598107820e+002°)	(6.56169517842281e+001dB,-1.79999580784455e+002°)	(6.57312995889377e+001dB,-1.79999663086112e+002°)	(6.59295843558314e+001dB,-1.79999800916540e+002°)
4.57088189614859e+000	(6.63346172858256e+001dB,-1.79999337898495e+002°)	(6.55825093131229e+001dB,-1.79999495324297e+002°)	(6.52167692814110e+001dB,-1.79999597181363e+002°)	(6.56169517842275e+001dB,-1.79999579818063e+002°)	(6.57312995908475e+001dB,-1.79999662309445e+002°)	(6.59295843538764e+001dB,-1.79999800457605e+002°)
4.58141886714518e+000	(6.63346172837753e+001dB,-1.79999336372193e+002°)	(6.55825093131215e+001dB,-1.79999494160900e+002°)	(6.52167692832105e+001dB,-1.79999596252770e+002°)	(6.56169517804554e+001dB,-1.79999578849444e+002°)	(6.57312995908475e+001dB,-1.79999661530988e+002°)	(6.59295843538765e+001dB,-1.79999799997612e+002°)
4.59198012836853e+000	(6.63346172837726e+001dB,-1.79999334842373e+002°)	(6.55825093131197e+001dB,-1.79999492994820e+002°)	(6.52167692814097e+001dB,-1.79999595322036e+002°)	(6.56169517823397e+001dB,-1.79999577878592e+002°)	(6.57312995908471e+001dB,-1.79999660750737e+002°)	(6.59295843538770e+001dB,-1.79999799536559e+002°)
4.60256573581340e+000	(6.63346172837699e+001dB,-1.79999333309026e+002°)	(6.55825093131177e+001dB,-1.79999491826052e+002°)	(6.52167692832091e+001dB,-1.79999594389157e+002°)	(6.56169517785688e+001dB,-1.79999576905502e+002°)	(6.57312995870251e+001dB,-1.79999659968686e+002°)	(6.59295843558310e+001dB,-1.79999799074444e+002°)
4.61317574560363e+000	(6.63346172817196e+001dB,-1.79999331772145e+002°)	(6.55825093149953e+001dB,-1.79999490654590e+002°)	(6.52167692796066e+001dB,-1.79999593454128e+002°)	(6.56169517823390e+001dB,-1.79999575930168e+002°)	(6.57312995927563e+001dB,-1.79999659184833e+002°)	(6.59295843519220e+001dB,-1.79999798611262e+002°)
4.62381021399244e+000	(6.63346172796692e+001dB,-1.79999330231721e+002°)	(6.55825093112378e+001dB,-1.79999489480428e+002°)	(6.52167692796068e+001dB,-1.79999592516943e+002°)	(6.56169517785667e+001dB,-1.79999574952586e+002°)	(6.57312995927554e+001dB,-1.79999658399173e+002°)	(6.59295843538770e+001dB,-1.79999798147013e+002°)
4.63446919736272e+000	(6.63346172796665e+001dB,-1.79999328687745e+002°)	(6.55825093131147e+001dB,-1.79999488303559e+002°)	(6.52167692796054e+001dB,-1.79999591577597e+002°)	(6.56169517823364e+001dB,-1.79999573972751e+002°)	(6.57312995927550e+001dB,-1.79999657611701e+002°)	(6.59295843538775e+001dB,-1.79999797681694e+002°)
4.64515275222733e+000	(6.63346172817114e+001dB,-1.79999327140211e+002°)	(6.55825093112348e+001dB,-1.79999487123977e+002°)	(6.52167692778045e+001dB,-1.79999590636087e+002°)	(6.56169517804508e+001dB,-1.79999572990656e+002°)	(6.57312995927550e+001dB,-1.79999656822415e+002°)	(6.59295843519228e+001dB,-1.79999797215302e+002°)
4.65586093522943e+000	(6.63346172898992e+001dB,-1.79999325589109e+002°)	(6.55825093168671e+001dB,-1.79999485941675e+002°)	(6.52167692832050e+001dB,-1.79999589692405e+002°)	(6.56169517804495e+001dB,-1.79999572006298e+002°)	(6.57312995908437e+001dB,-1.79999656031309e+002°)	(6.59295843538766e+001dB,-1.79999796747835e+002°)
4.66659380314272e+000	(6.63346172858011e+001dB,-1.79999324034431e+002°)	(6.55825093112320e+001dB,-1.79999484756649e+002°)	(6.52167692814041e+001dB,-1.79999588746548e+002°)	(6.56169517804493e+001dB,-1.79999571019671e+002°)	(6.57312995908430e+001dB,-1.79999655238379e+002°)	(6.59295843499680e+001dB,-1.79999796279290e+002°)
